,binomial,AdultBodyMassG,Order,Family,Genus,RedListStatus,TrophicLevel
1021,Desmomys harringtoni,89.99,RODENTIA,MURIDAE,Desmomys,LC,Omnivore
1022,Desmomys yaldeni,89.99,RODENTIA,MURIDAE,Desmomys,VU,Omnivore
1023,Diaemus youngi,36.71,CHIROPTERA,PHYLLOSTOMIDAE,Diaemus,LC,Insectivore
1024,Diclidurus albus,16.56,CHIROPTERA,EMBALLONURIDAE,Diclidurus,LC,Insectivore
1025,Diclidurus ingens,12.3,CHIROPTERA,EMBALLONURIDAE,Diclidurus,DD,Insectivore
1026,Diclidurus scutatus,13.62,CHIROPTERA,EMBALLONURIDAE,Diclidurus,LC,Insectivore
1027,Dicrostonyx groenlandicus,58.44,RODENTIA,CRICETIDAE,Dicrostonyx,LC,Herbivore
1028,Dicrostonyx hudsonius,57,RODENTIA,CRICETIDAE,Dicrostonyx,LC,Herbivore
1029,Dicrostonyx nelsoni,55,RODENTIA,CRICETIDAE,Dicrostonyx,LC,Herbivore
1030,Dicrostonyx nunatakensis,54.4,RODENTIA,CRICETIDAE,Dicrostonyx,LC,Herbivore
1031,Dicrostonyx richardsoni,55,RODENTIA,CRICETIDAE,Dicrostonyx,LC,Herbivore
1032,Dicrostonyx torquatus,78.77,RODENTIA,CRICETIDAE,Dicrostonyx,LC,Herbivore
1033,Dicrostonyx unalascensis,59.76833333,RODENTIA,CRICETIDAE,Dicrostonyx,DD,Herbivore
1034,Dicrostonyx vinogradovi,59.76833333,RODENTIA,CRICETIDAE,Dicrostonyx,DD,Herbivore
1035,Didelphis albiventris,1030.47,DIDELPHIMORPHIA,DIDELPHIDAE,Didelphis,LC,Omnivore
1036,Didelphis aurita,1105.88,DIDELPHIMORPHIA,DIDELPHIDAE,Didelphis,LC,Omnivore
1037,Didelphis imperfecta,904.003,DIDELPHIMORPHIA,DIDELPHIDAE,Didelphis,LC,Omnivore
1038,Didelphis marsupialis,1134.75,DIDELPHIMORPHIA,DIDELPHIDAE,Didelphis,LC,Omnivore
1039,Didelphis pernigra,904.003,DIDELPHIMORPHIA,DIDELPHIDAE,Didelphis,LC,Omnivore
1040,Didelphis virginiana,2442.08,DIDELPHIMORPHIA,DIDELPHIDAE,Didelphis,LC,Omnivore
1041,Dinaromys bogdanovi,56,RODENTIA,CRICETIDAE,Dinaromys,VU,Herbivore
1042,Dinomys branickii,12500,RODENTIA,DINOMYIDAE,Dinomys,LC,Herbivore
1043,Diomys crumpi,141.0605074,RODENTIA,MURIDAE,Diomys,DD,Omnivore
1044,Diphylla ecaudata,28.11,CHIROPTERA,PHYLLOSTOMIDAE,Diphylla,LC,Insectivore
1045,Diplomesodon pulchellum,11,EULIPOTYPHLA,SORICIDAE,Diplomesodon,LC,Insectivore
1046,Diplomys caniceps,394.49,RODENTIA,ECHIMYIDAE,Diplomys,DD,Herbivore
1047,Diplomys labilis,282.17,RODENTIA,ECHIMYIDAE,Diplomys,LC,Herbivore
1048,Diplothrix legata,63.85388804,RODENTIA,MURIDAE,Diplothrix,EN,Omnivore
1049,Dipodomys agilis,60.21,RODENTIA,HETEROMYIDAE,Dipodomys,LC,Herbivore
1050,Dipodomys californicus,84.95,RODENTIA,HETEROMYIDAE,Dipodomys,LC,Herbivore
1051,Dipodomys compactus,49.25,RODENTIA,HETEROMYIDAE,Dipodomys,LC,Herbivore
1052,Dipodomys deserti,107.63,RODENTIA,HETEROMYIDAE,Dipodomys,LC,Omnivore
1053,Dipodomys elator,105.82,RODENTIA,HETEROMYIDAE,Dipodomys,VU,Omnivore
1054,Dipodomys heermanni,63.08,RODENTIA,HETEROMYIDAE,Dipodomys,LC,Herbivore
1055,Dipodomys ingens,113.61,RODENTIA,HETEROMYIDAE,Dipodomys,EN,Herbivore
1056,Dipodomys merriami,37.91,RODENTIA,HETEROMYIDAE,Dipodomys,LC,Omnivore
1057,Dipodomys microps,56.26,RODENTIA,HETEROMYIDAE,Dipodomys,LC,Herbivore
1058,Dipodomys nelsoni,87.93,RODENTIA,HETEROMYIDAE,Dipodomys,LC,Omnivore
1059,Dipodomys nitratoides,41.59,RODENTIA,HETEROMYIDAE,Dipodomys,VU,Herbivore
1060,Dipodomys ordii,50.4,RODENTIA,HETEROMYIDAE,Dipodomys,LC,Omnivore
1061,Dipodomys panamintinus,73.67,RODENTIA,HETEROMYIDAE,Dipodomys,LC,Herbivore
1062,Dipodomys phillipsii,41,RODENTIA,HETEROMYIDAE,Dipodomys,LC,Herbivore
1063,Dipodomys simulans,57.7,RODENTIA,HETEROMYIDAE,Dipodomys,LC,Herbivore
1064,Dipodomys spectabilis,124.61,RODENTIA,HETEROMYIDAE,Dipodomys,NT,Omnivore
1065,Dipodomys stephensi,68.49,RODENTIA,HETEROMYIDAE,Dipodomys,EN,Omnivore
1066,Dipodomys venustus,81.52,RODENTIA,HETEROMYIDAE,Dipodomys,LC,Herbivore
1067,Dipus sagitta,89,RODENTIA,DIPODIDAE,Dipus,LC,Omnivore
1068,Distoechurus pennatus,52.74,DIPROTODONTIA,ACROBATIDAE,Distoechurus,LC,Omnivore
1069,Dobsonia anderseni,233.99,CHIROPTERA,PTEROPODIDAE,Dobsonia,LC,Herbivore
1070,Dobsonia beauforti,165.35,CHIROPTERA,PTEROPODIDAE,Dobsonia,LC,Herbivore
1071,Dobsonia chapmani,224.3275,CHIROPTERA,PTEROPODIDAE,Dobsonia,CR,Herbivore
1072,Dobsonia crenulata,218.21,CHIROPTERA,PTEROPODIDAE,Dobsonia,LC,Herbivore
1073,Dobsonia emersa,201.06,CHIROPTERA,PTEROPODIDAE,Dobsonia,VU,Herbivore
1074,Dobsonia exoleta,302.03,CHIROPTERA,PTEROPODIDAE,Dobsonia,LC,Herbivore
1075,Dobsonia inermis,152.6,CHIROPTERA,PTEROPODIDAE,Dobsonia,LC,Herbivore
1076,Dobsonia minor,85.95,CHIROPTERA,PTEROPODIDAE,Dobsonia,LC,Herbivore
1077,Dobsonia moluccensis,447.64,CHIROPTERA,PTEROPODIDAE,Dobsonia,LC,Herbivore
1078,Dobsonia pannietensis,239.19,CHIROPTERA,PTEROPODIDAE,Dobsonia,NT,Herbivore
1079,Dobsonia peronii,226.51,CHIROPTERA,PTEROPODIDAE,Dobsonia,LC,Herbivore
1080,Dobsonia praedatrix,178.74,CHIROPTERA,PTEROPODIDAE,Dobsonia,LC,Herbivore
1081,Dobsonia viridis,240.66,CHIROPTERA,PTEROPODIDAE,Dobsonia,LC,Herbivore
1082,Dolichotis patagonum,8000,RODENTIA,CAVIIDAE,Dolichotis,NT,Herbivore
1083,Dolichotis salinicola,1607.6,RODENTIA,CAVIIDAE,Dolichotis,LC,Herbivore
1084,Dorcopsis atrata,6198.87,DIPROTODONTIA,MACROPODIDAE,Dorcopsis,CR,Herbivore
1085,Dorcopsis hageni,5499.99,DIPROTODONTIA,MACROPODIDAE,Dorcopsis,LC,Herbivore
1086,Dorcopsis luctuosa,4939.56,DIPROTODONTIA,MACROPODIDAE,Dorcopsis,VU,Herbivore
1087,Dorcopsis muelleri,5370.79,DIPROTODONTIA,MACROPODIDAE,Dorcopsis,LC,Herbivore
1088,Dorcopsulus macleayi,2780.54,DIPROTODONTIA,MACROPODIDAE,Dorcopsulus,LC,Herbivore
1089,Dorcopsulus vanheurni,1890.36,DIPROTODONTIA,MACROPODIDAE,Dorcopsulus,NT,Herbivore
1090,Dremomys everetti,129.78,RODENTIA,SCIURIDAE,Dremomys,LC,Omnivore
1091,Dremomys gularis,246.4344257,RODENTIA,SCIURIDAE,Dremomys,LC,Omnivore
1092,Dremomys lokriah,226.99,RODENTIA,SCIURIDAE,Dremomys,LC,Omnivore
1093,Dremomys pernyi,198.63,RODENTIA,SCIURIDAE,Dremomys,LC,Omnivore
1094,Dremomys pyrrhomerus,245,RODENTIA,SCIURIDAE,Dremomys,LC,Omnivore
1095,Dremomys rufigenis,200.32,RODENTIA,SCIURIDAE,Dremomys,LC,Omnivore
1096,Dromiciops gliroides,25,MICROBIOTHERIA,MICROBIOTHERIIDAE,Dromiciops,NT,Insectivore
1097,Dryomys laniger,25.91,RODENTIA,GLIRIDAE,Dryomys,DD,Omnivore
1098,Dryomys niethammeri,27.705,RODENTIA,GLIRIDAE,Dryomys,VU,Omnivore
1099,Dryomys nitedula,29.5,RODENTIA,GLIRIDAE,Dryomys,LC,Omnivore
1100,Dyacopterus brooksi,81.1,CHIROPTERA,PTEROPODIDAE,Dyacopterus,VU,Herbivore
1101,Dyacopterus spadiceus,81.1,CHIROPTERA,PTEROPODIDAE,Dyacopterus,NT,Herbivore
1102,Dymecodon pilirostris,15.46,EULIPOTYPHLA,TALPIDAE,Dymecodon,LC,Insectivore
1103,Echimys chrysurus,609.99,RODENTIA,ECHIMYIDAE,Echimys,LC,Herbivore
1104,Echimys saturnus,626.89,RODENTIA,ECHIMYIDAE,Echimys,DD,Herbivore
1105,Echimys vieirai,618.44,RODENTIA,ECHIMYIDAE,Echimys,DD,Herbivore
1106,Echinops telfairi,152.25,AFROSORICIDA,TENRECIDAE,Echinops,LC,Carnivore
1107,Echinosorex gymnura,756.53,EULIPOTYPHLA,ERINACEIDAE,Echinosorex,LC,Omnivore
1108,Echiothrix centrosa,265,RODENTIA,MURIDAE,Echiothrix,VU,Insectivore
1109,Echiothrix leucura,265,RODENTIA,MURIDAE,Echiothrix,EN,Insectivore
1110,Echymipera clara,1204.61,PERAMELEMORPHIA,PERAMELIDAE,Echymipera,LC,Herbivore
1111,Echymipera davidi,817.05,PERAMELEMORPHIA,PERAMELIDAE,Echymipera,EN,Omnivore
1112,Echymipera echinista,1204.61,PERAMELEMORPHIA,PERAMELIDAE,Echymipera,DD,NotAssigned
1113,Echymipera kalubu,825.16,PERAMELEMORPHIA,PERAMELIDAE,Echymipera,LC,Omnivore
1114,Echymipera rufescens,1051.48,PERAMELEMORPHIA,PERAMELIDAE,Echymipera,LC,NotAssigned
1115,Ectophylla alba,5.55,CHIROPTERA,PHYLLOSTOMIDAE,Ectophylla,NT,Herbivore
1116,Eidolon dupreanum,297.58,CHIROPTERA,PTEROPODIDAE,Eidolon,VU,Herbivore
1117,Eidolon helvum,254.61,CHIROPTERA,PTEROPODIDAE,Eidolon,NT,Herbivore
1118,Eira barbara,4134.99,CARNIVORA,MUSTELIDAE,Eira,LC,Omnivore
1119,Elephantulus brachyrhynchus,45.11,MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,LC,Omnivore
1120,Elephantulus edwardii,49.69,MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,LC,Omnivore
1121,Elephantulus fuscipes,57,MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,DD,Omnivore
1122,Elephantulus fuscus,50.45666667,MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,DD,Omnivore
1123,Elephantulus intufi,48.9,MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,LC,Omnivore
1124,Elephantulus myurus,59.51,MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,LC,Omnivore
1125,Elephantulus pilicaudus,50.45666667,MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,DD,Omnivore
1126,Elephantulus rozeti,43.07,MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,LC,Omnivore
1127,Elephantulus rufescens,52.78,MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,LC,Omnivore
1128,Elephantulus rupestris,65.56,MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,LC,Omnivore
1129,Eligmodontia moreni,18,RODENTIA,CRICETIDAE,Eligmodontia,LC,Omnivore
1130,Eligmodontia morgani,16.5,RODENTIA,CRICETIDAE,Eligmodontia,LC,Omnivore
1131,Eligmodontia puerulus,28.49,RODENTIA,CRICETIDAE,Eligmodontia,LC,Omnivore
1132,Eligmodontia typus,17.37,RODENTIA,CRICETIDAE,Eligmodontia,LC,Omnivore
1133,Eliomys melanurus,100.36,RODENTIA,GLIRIDAE,Eliomys,LC,Omnivore
1134,Eliomys munbyanus,3.365900551,RODENTIA,GLIRIDAE,Eliomys,LC,Omnivore
1135,Eliomys quercinus,114.61,RODENTIA,GLIRIDAE,Eliomys,NT,Omnivore
1136,Eliurus antsingy,81.67625,RODENTIA,NESOMYIDAE,Eliurus,DD,Omnivore
1137,Eliurus danieli,81.67625,RODENTIA,NESOMYIDAE,Eliurus,LC,Omnivore
1138,Eliurus ellermani,100,RODENTIA,NESOMYIDAE,Eliurus,DD,Omnivore
1139,Eliurus grandidieri,81.67625,RODENTIA,NESOMYIDAE,Eliurus,LC,Omnivore
1140,Eliurus majori,100,RODENTIA,NESOMYIDAE,Eliurus,LC,Omnivore
1141,Eliurus minor,57.53,RODENTIA,NESOMYIDAE,Eliurus,LC,Omnivore
1142,Eliurus myoxinus,69.76,RODENTIA,NESOMYIDAE,Eliurus,LC,Omnivore
1143,Eliurus penicillatus,100,RODENTIA,NESOMYIDAE,Eliurus,EN,Omnivore
1144,Eliurus petteri,75,RODENTIA,NESOMYIDAE,Eliurus,EN,Omnivore
1145,Eliurus tanala,89.99,RODENTIA,NESOMYIDAE,Eliurus,LC,Omnivore
1146,Eliurus webbi,61.13,RODENTIA,NESOMYIDAE,Eliurus,LC,Omnivore
1147,Ellobius alaicus,74.32825,RODENTIA,CRICETIDAE,Ellobius,DD,Herbivore
1148,Ellobius fuscocapillus,80,RODENTIA,CRICETIDAE,Ellobius,LC,Herbivore
1149,Ellobius lutescens,117.313,RODENTIA,CRICETIDAE,Ellobius,LC,Herbivore
1150,Ellobius talpinus,40,RODENTIA,CRICETIDAE,Ellobius,LC,Herbivore
1151,Ellobius tancrei,60,RODENTIA,CRICETIDAE,Ellobius,LC,Herbivore
1152,Emballonura alecto,5.25,CHIROPTERA,EMBALLONURIDAE,Emballonura,LC,Insectivore
1153,Emballonura beccarii,4.31,CHIROPTERA,EMBALLONURIDAE,Emballonura,LC,Insectivore
1154,Emballonura dianae,5.226666667,CHIROPTERA,EMBALLONURIDAE,Emballonura,LC,Insectivore
1155,Emballonura furax,5.226666667,CHIROPTERA,EMBALLONURIDAE,Emballonura,LC,Insectivore
1156,Emballonura monticola,5.35,CHIROPTERA,EMBALLONURIDAE,Emballonura,LC,Insectivore
1157,Emballonura raffrayana,5.61,CHIROPTERA,EMBALLONURIDAE,Emballonura,LC,Insectivore
1158,Emballonura semicaudata,6.29,CHIROPTERA,EMBALLONURIDAE,Emballonura,EN,Insectivore
1159,Emballonura serii,5.226666667,CHIROPTERA,EMBALLONURIDAE,Emballonura,LC,Insectivore
1160,Enchisthenes hartii,16.99,CHIROPTERA,PHYLLOSTOMIDAE,Enchisthenes,LC,Herbivore
1161,Eoglaucomys fimbriatus,510,RODENTIA,SCIURIDAE,Eoglaucomys,LC,Herbivore
1162,Eolagurus luteus,26,RODENTIA,CRICETIDAE,Eolagurus,LC,Herbivore
1163,Eolagurus przewalskii,46.25861204,RODENTIA,CRICETIDAE,Eolagurus,LC,Herbivore
1164,Eonycteris major,70.7,CHIROPTERA,PTEROPODIDAE,Eonycteris,DD,Herbivore
1165,Eonycteris robusta,78.36,CHIROPTERA,PTEROPODIDAE,Eonycteris,NT,Herbivore
1166,Eonycteris spelaea,58.7,CHIROPTERA,PTEROPODIDAE,Eonycteris,LC,Herbivore
1167,Eospalax fontanierii,256.76,RODENTIA,SPALACIDAE,Eospalax,LC,Herbivore
1168,Eospalax rothschildi,104.345,RODENTIA,SPALACIDAE,Eospalax,LC,Herbivore
1169,Eospalax smithii,94.15,RODENTIA,SPALACIDAE,Eospalax,LC,Herbivore
1170,Eothenomys cachinus,46.25861204,RODENTIA,CRICETIDAE,Eothenomys,LC,Omnivore
1171,Eothenomys chinensis,45.3,RODENTIA,CRICETIDAE,Eothenomys,LC,Omnivore
1172,Eothenomys custos,30.8,RODENTIA,CRICETIDAE,Eothenomys,LC,Omnivore
1173,Eothenomys melanogaster,19.59,RODENTIA,CRICETIDAE,Eothenomys,LC,Omnivore
1174,Eothenomys miletus,46.25861204,RODENTIA,CRICETIDAE,Eothenomys,LC,Omnivore
1175,Eothenomys olitor,22,RODENTIA,CRICETIDAE,Eothenomys,LC,Omnivore
1176,Eothenomys proditor,42.5,RODENTIA,CRICETIDAE,Eothenomys,LC,Omnivore
1177,Eothenomys wardi,46.25861204,RODENTIA,CRICETIDAE,Eothenomys,NT,Omnivore
1178,Eozapus setchuanus,32.576,RODENTIA,DIPODIDAE,Eozapus,LC,Herbivore
1179,Episoriculus caudatus,6.27,EULIPOTYPHLA,SORICIDAE,Episoriculus,LC,Carnivore
1180,Episoriculus fumidus,6.95,EULIPOTYPHLA,SORICIDAE,Episoriculus,LC,Carnivore
1181,Episoriculus leucops,9.35,EULIPOTYPHLA,SORICIDAE,Episoriculus,LC,Carnivore
1182,Episoriculus macrurus,8.157340556,EULIPOTYPHLA,SORICIDAE,Episoriculus,LC,Carnivore
1183,Epixerus ebii,520.96,RODENTIA,SCIURIDAE,Epixerus,LC,Omnivore
1184,Epomophorus angolensis,88.458,CHIROPTERA,PTEROPODIDAE,Epomophorus,NT,Herbivore
1185,Epomophorus anselli,88.458,CHIROPTERA,PTEROPODIDAE,Epomophorus,DD,Herbivore
1186,Epomophorus crypturus,95.04,CHIROPTERA,PTEROPODIDAE,Epomophorus,LC,Herbivore
1187,Epomophorus gambianus,134.59,CHIROPTERA,PTEROPODIDAE,Epomophorus,LC,Herbivore
1188,Epomophorus grandis,49.42,CHIROPTERA,PTEROPODIDAE,Epomophorus,DD,Herbivore
1189,Epomophorus labiatus,69.65,CHIROPTERA,PTEROPODIDAE,Epomophorus,LC,Herbivore
1190,Epomophorus minimus,88.458,CHIROPTERA,PTEROPODIDAE,Epomophorus,LC,Herbivore
1191,Epomophorus wahlbergi,93.59,CHIROPTERA,PTEROPODIDAE,Epomophorus,LC,Herbivore
1192,Epomops buettikoferi,135.67,CHIROPTERA,PTEROPODIDAE,Epomops,LC,Herbivore
1193,Epomops dobsonii,122.08,CHIROPTERA,PTEROPODIDAE,Epomops,LC,Herbivore
1194,Epomops franqueti,118.99,CHIROPTERA,PTEROPODIDAE,Epomops,LC,Herbivore
1195,Eptesicus bobrinskoi,7.54,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,LC,Insectivore
1196,Eptesicus bottae,15.66,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,LC,Insectivore
1197,Eptesicus brasiliensis,9.2,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,LC,Insectivore
1198,Eptesicus chiriquinus,12.56384615,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,LC,Insectivore
1199,Eptesicus diminutus,5.99,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,LC,Insectivore
1200,Eptesicus dimissus,13.03,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,DD,Insectivore
1201,Eptesicus floweri,12.56384615,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,LC,Insectivore
1202,Eptesicus furinalis,7.7,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,LC,Insectivore
1203,Eptesicus fuscus,17.49,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,LC,Insectivore
1204,Eptesicus gobiensis,12.56384615,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,LC,Insectivore
1205,Eptesicus guadeloupensis,12.56384615,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,EN,Insectivore
1206,Eptesicus hottentotus,30.33,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,LC,Insectivore
1207,Eptesicus innoxius,12.56384615,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,NT,Insectivore
1208,Eptesicus japonensis,12.56384615,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,EN,Insectivore
1209,Eptesicus nilssonii,10.72,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,LC,Insectivore
1210,Eptesicus pachyotis,8.1,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,LC,Insectivore
1211,Eptesicus platyops,12.56384615,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,DD,Insectivore
1212,Eptesicus serotinus,23.09,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,LC,Insectivore
1213,Eptesicus tatei,12.56384615,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,DD,Insectivore
1214,Equus zebra,282462.1,PERISSODACTYLA,EQUIDAE,Equus,VU,Herbivore
1215,Eremitalpa granti,22.04,AFROSORICIDA,CHRYSOCHLORIDAE,Eremitalpa,LC,Insectivore
1216,Eremodipus lichtensteini,51,RODENTIA,DIPODIDAE,Eremodipus,LC,Herbivore
1217,Eremoryzomys polius,60.64641072,RODENTIA,CRICETIDAE,Eremoryzomys,DD,Omnivore
1218,Erethizon dorsatum,7419.46,RODENTIA,ERETHIZONTIDAE,Erethizon,LC,Herbivore
1219,Erinaceus amurensis,780,EULIPOTYPHLA,ERINACEIDAE,Erinaceus,LC,Insectivore
1220,Erinaceus concolor,665.99,EULIPOTYPHLA,ERINACEIDAE,Erinaceus,LC,Insectivore
1221,Erinaceus europaeus,777.95,EULIPOTYPHLA,ERINACEIDAE,Erinaceus,LC,Carnivore
1222,Erinaceus roumanicus,772,EULIPOTYPHLA,ERINACEIDAE,Erinaceus,LC,Carnivore
1223,Eropeplus canus,50,RODENTIA,MURIDAE,Eropeplus,VU,Omnivore
1224,Erophylla bombifrons,16.28,CHIROPTERA,PHYLLOSTOMIDAE,Erophylla,LC,Omnivore
1225,Erophylla sezekorni,15.87,CHIROPTERA,PHYLLOSTOMIDAE,Erophylla,LC,Omnivore
1226,Erythrocebus patas,7966.3,PRIMATES,CERCOPITHECIDAE,Erythrocebus,LC,Herbivore
1227,Euchoreutes naso,24.14,RODENTIA,DIPODIDAE,Euchoreutes,LC,Insectivore
1228,Euderma maculatum,16.17,CHIROPTERA,VESPERTILIONIDAE,Euderma,LC,Insectivore
1229,Eudiscopus denticulus,10.17892383,CHIROPTERA,VESPERTILIONIDAE,Eudiscopus,LC,Insectivore
1230,Eulemur albifrons,2300,PRIMATES,LEMURIDAE,Eulemur,EN,Herbivore
1231,Eulemur collaris,2250,PRIMATES,LEMURIDAE,Eulemur,EN,Herbivore
1232,Eulemur coronatus,1699.85,PRIMATES,LEMURIDAE,Eulemur,EN,Herbivore
1233,Eulemur flavifrons,2158.365455,PRIMATES,LEMURIDAE,Eulemur,CR,Herbivore
1234,Eulemur fulvus,2376.99,PRIMATES,LEMURIDAE,Eulemur,NT,Herbivore
1235,Eulemur macaco,2040,PRIMATES,LEMURIDAE,Eulemur,VU,Herbivore
1236,Eulemur mongoz,1771.13,PRIMATES,LEMURIDAE,Eulemur,CR,Herbivore
1237,Eulemur rubriventer,2015.4,PRIMATES,LEMURIDAE,Eulemur,VU,Herbivore
1238,Eulemur rufifrons,2250,PRIMATES,LEMURIDAE,Eulemur,NT,Herbivore
1239,Eulemur rufus,2394.62,PRIMATES,LEMURIDAE,Eulemur,VU,Herbivore
1240,Eulemur sanfordi,2394.03,PRIMATES,LEMURIDAE,Eulemur,EN,Herbivore
1241,Eumops auripendulus,28.49,CHIROPTERA,MOLOSSIDAE,Eumops,LC,Insectivore
1242,Eumops bonariensis,12.22,CHIROPTERA,MOLOSSIDAE,Eumops,LC,Insectivore
1243,Eumops dabbenei,67.27,CHIROPTERA,MOLOSSIDAE,Eumops,LC,Insectivore
1244,Eumops glaucinus,36.2,CHIROPTERA,MOLOSSIDAE,Eumops,LC,Insectivore
1245,Eumops hansae,15.47,CHIROPTERA,MOLOSSIDAE,Eumops,LC,Insectivore
1246,Eumops maurus,38.47,CHIROPTERA,MOLOSSIDAE,Eumops,DD,Insectivore
1247,Eumops patagonicus,38.47,CHIROPTERA,MOLOSSIDAE,Eumops,LC,Insectivore
1248,Eumops perotis,50.97,CHIROPTERA,MOLOSSIDAE,Eumops,LC,Insectivore
1249,Eumops trumbulli,38.47,CHIROPTERA,MOLOSSIDAE,Eumops,LC,Insectivore
1250,Eumops underwoodi,58.67,CHIROPTERA,MOLOSSIDAE,Eumops,LC,Insectivore
1251,Euneomys chinchilloides,75.57,RODENTIA,CRICETIDAE,Euneomys,DD,Herbivore
1252,Euneomys mordax,81.99,RODENTIA,CRICETIDAE,Euneomys,LC,Herbivore
1253,Euneomys petersoni,83,RODENTIA,CRICETIDAE,Euneomys,LC,Herbivore
1254,Euoticus elegantulus,295.48,PRIMATES,GALAGIDAE,Euoticus,LC,Omnivore
1255,Euoticus pallidus,277.37,PRIMATES,GALAGIDAE,Euoticus,LC,Herbivore
1256,Eupleres goudotii,2763.34,CARNIVORA,EUPLERIDAE,Eupleres,VU,Insectivore
1257,Euroscaptor grandis,46.84098624,EULIPOTYPHLA,TALPIDAE,Euroscaptor,LC,Insectivore
1258,Euroscaptor klossi,80.33613646,EULIPOTYPHLA,TALPIDAE,Euroscaptor,LC,Insectivore
1259,Euroscaptor longirostris,46.84098624,EULIPOTYPHLA,TALPIDAE,Euroscaptor,LC,Insectivore
1260,Euroscaptor micrura,60.46,EULIPOTYPHLA,TALPIDAE,Euroscaptor,LC,Insectivore
1261,Euroscaptor mizura,25.05,EULIPOTYPHLA,TALPIDAE,Euroscaptor,LC,Insectivore
1262,Euryoryzomys emmonsae,59.9882,RODENTIA,CRICETIDAE,Euryoryzomys,DD,Omnivore
1263,Euryoryzomys lamia,60.5005,RODENTIA,CRICETIDAE,Euryoryzomys,EN,Omnivore
1264,Euryoryzomys legatus,61.5005,RODENTIA,CRICETIDAE,Euryoryzomys,LC,Omnivore
1265,Euryoryzomys macconnelli,62.245,RODENTIA,CRICETIDAE,Euryoryzomys,LC,Omnivore
1266,Euryoryzomys nitidus,55.195,RODENTIA,CRICETIDAE,Euryoryzomys,LC,Omnivore
1267,Euryoryzomys russatus,60.5,RODENTIA,CRICETIDAE,Euryoryzomys,LC,Omnivore
1268,Euryzygomatomys spinosus,187.49,RODENTIA,ECHIMYIDAE,Euryzygomatomys,LC,Herbivore
1269,Exilisciurus concinnus,27.72,RODENTIA,SCIURIDAE,Exilisciurus,LC,Omnivore
1270,Exilisciurus exilis,21.75,RODENTIA,SCIURIDAE,Exilisciurus,DD,Omnivore
1271,Exilisciurus whiteheadi,24.91,RODENTIA,SCIURIDAE,Exilisciurus,LC,Herbivore
1272,Falsistrellus mackenziei,23,CHIROPTERA,VESPERTILIONIDAE,Falsistrellus,NT,Insectivore
1273,Falsistrellus mordax,22.77,CHIROPTERA,VESPERTILIONIDAE,Falsistrellus,DD,Insectivore
1274,Falsistrellus petersi,22.77,CHIROPTERA,VESPERTILIONIDAE,Falsistrellus,DD,Insectivore
1275,Falsistrellus tasmaniensis,22.54,CHIROPTERA,VESPERTILIONIDAE,Falsistrellus,LC,Insectivore
1276,Felis chaus,7157.99,CARNIVORA,FELIDAE,Felis,LC,Carnivore
1277,Felis silvestris,4573.08,CARNIVORA,FELIDAE,Felis,LC,Carnivore
1278,Felovia vae,205,RODENTIA,CTENODACTYLIDAE,Felovia,LC,Herbivore
1279,Feroculus feroculus,35.99,EULIPOTYPHLA,SORICIDAE,Feroculus,EN,Omnivore
1280,Fossa fossana,1853.98,CARNIVORA,EUPLERIDAE,Fossa,VU,Insectivore
1281,Funambulus layardi,168,RODENTIA,SCIURIDAE,Funambulus,VU,Omnivore
1282,Funambulus palmarum,136.4,RODENTIA,SCIURIDAE,Funambulus,LC,Omnivore
1283,Funambulus pennantii,102.49,RODENTIA,SCIURIDAE,Funambulus,LC,Omnivore
1284,Funambulus sublineatus,70.93,RODENTIA,SCIURIDAE,Funambulus,VU,Omnivore
1285,Funambulus tristriatus,134.62,RODENTIA,SCIURIDAE,Funambulus,LC,Omnivore
1286,Funisciurus anerythrus,223.54,RODENTIA,SCIURIDAE,Funisciurus,LC,Herbivore
