"binomial","range_km_2"
"Otomops martiensseni",4327638.30495663
"Otomops papuensis",156.5659095169
"Otomops secundus",4.11157403710938
"Otomops wroughtoni",4540.4113759901
"Otomys anchietae",12838.4045803858
"Otomys angoniensis",78752.6524870007
"Otomys barbouri",313.1318190338
"Otomys burtoni",469.6977285507
"Otomys cuanzensis",7671.7295663281
"Otomys denti",24737.4137036702
"Otomys irroratus",4696.977285507
"Otomys lacustris",469.6977285507
"Otomys laminatus",10803.0477566661
"Otomys occidentalis",10803.0477566661
"Otomys sloggetti",75621.3342966627
"Otomys tropicalis",2348.4886427535
"Otomys typus",32409.1432699983
"Otomys unisulcatus",30217.2205367617
"Otonycteris hemprichii",662117.23134697
"Otonyctomys hatti",5323.2409235746
"Otopteropus cartilagonodus",43838.454664732
"Ototylomys phyllotis",246591.307489117
"Ourebia ourebi",3606808.85754082
"Ovibos moschatus",747445.65203368
"Ovis ammon",137778.000374872
"Ovis canadensis",52293.0137786446
"Ovis dalli",64192.022901929
"Ovis nivicola",78752.6524870007
"Oxymycterus amazonicus",576475.678841226
"Oxymycterus angularis",379359.198759449
"Oxymycterus caparoae",5636.3727426084
"Oxymycterus dasytrichus",51510.1842310601
"Oxymycterus delator",3444.4500093718
"Oxymycterus hiska",19727.3045991294
"Oxymycterus hispidus",14404.0636755548
"Oxymycterus hucucha",2505.0545522704
"Oxymycterus inca",266475.177997764
"Oxymycterus josei",22858.6227894674
"Oxymycterus nasutus",156.5659095169
"Oxymycterus paramensis",113979.982128303
"Oxymycterus quaestor",174884.120930377
"Oxymycterus roberti",32565.7091795152
"Oxymycterus rufus",71550.6206492233
"Ozotoceros bezoarticus",226394.305161437
"Pachyuromys duprasi",839506.406829618
"Paguma larvata",4179996.6522822
"Palawanomys furvus",156.5659095169
"Pan paniscus",362136.94871259
"Pan troglodytes",2124755.95805385
"Panthera leo",1455436.6948691
"Panthera onca",8948211.42661938
"Panthera pardus",7474769.65215584
"Panthera tigris",569586.778822482
"Panthera uncia",2242180.39019152
"Pantholops hodgsonii",156.5659095169
"Papagomys armandvillei",4696.977285507
"Papio anubis",7202658.10141547
"Papio cynocephalus",1242193.92610708
"Papio hamadryas",136525.473098737
"Papio papio",396581.448806308
"Papio ursinus",2028154.79188192
"Pappogeomys bulleri",17065.6841373421
"Paracrocidura graueri",469.6977285507
"Paracrocidura maxima",8924.2568424633
"Paracrocidura schoutedeni",213869.032400085
"Paracynictis selousi",703920.329187982
"Paradipus ctenodactylus",237510.484737137
"Paradoxurus hermaphroditus",6774606.90479626
"Paradoxurus jerdoni",43212.1910266644
"Paradoxurus zeylonensis",16595.9864087914
"Paraechinus aethiopicus",3393566.08877881
"Paraechinus hypomelas",1365411.29689688
"Paraechinus micropus",164550.770902262
"Paraechinus nudiventris",10020.2182090816
"Parahydromys asper",195081.123258057
"Paraleptomys rufilatus",156.5659095169
"Paraleptomys wilhelmina",3131.318190338
"Paramelomys gressitti",2974.7522808211
"Paramelomys levipes",16126.2886802407
"Paramelomys lorentzii",150146.707226707
"Paramelomys mollis",185687.168687043
"Paramelomys moncktoni",25676.8091607716
"Paramelomys naso",39298.0432887419
"Paramelomys platyops",167838.655002117
"Paramelomys rubex",203535.68237197
"Paramelomys steini",313.1318190338
"Parantechinus apicalis",2974.7522808211
"Paranyctimene raptor",356030.878241431
"Paranyctimene tenax",356030.878241431
"Parascalops breweri",638319.213100401
"Parascaptor leucura",68419.3024588853
"Paraxerus alexandri",203535.68237197
"Paraxerus boehmi",450753.253499155
"Paraxerus cepapi",1759017.99342237
"Paraxerus cooperi",1409.0931856521
"Paraxerus flavovittis",28025.2978035251
"Paraxerus lucifer",1252.5272761352
"Paraxerus ochraceus",315323.741767037
"Paraxerus palliatus",204631.643738588
"Paraxerus poensis",604187.844825717
"Paraxerus vexillarius",6575.7681997098
"Paraxerus vincenti",156.5659095169
"Pardofelis marmorata",1045547.14375386
"Parotomys brantsii",171439.670921005
"Parotomys littledalei",207449.830109892
"Paruromys dominator",108656.741204729
"Pattonomys occasius",33348.5387270997
"Pattonomys semivillosus",18005.0795944435
"Paulamys naso",782.8295475845
"Pecari tajacu",13462006.5979916
"Pectinator spekei",158131.568612069
"Pedetes capensis",2348958.34048205
"Pedetes surdaster",6419.2022901929
"Pelea capreolus",67166.7751827501
"Pelomys campanae",14404.0636755548
"Pelomys fallax",470793.689917318
"Pelomys hopkinsi",28338.4296225589
"Pelomys isseli",162.932695071262
"Pelomys minor",3914.1477379225
"Pentalagus furnessi",156.5659095169
"Penthetor lucasi",315010.609948003
"Perameles bougainville",156.5659095169
"Perameles gunnii",9863.6522995647
"Perameles nasuta",236414.523370519
"Perodicticus potto",157035.607245451
"Perognathus amplus",4070.7136474394
"Perognathus fasciatus",439950.205742489
"Perognathus flavescens",861582.200071501
"Perognathus flavus",108969.873023762
"Perognathus inornatus",2661.6204617873
"Perognathus longimembris",54954.6342404319
"Perognathus merriami",77030.4274823148
"Perognathus parvus",285732.784868342
"Peromyscus attwateri",111318.361666516
"Peromyscus aztecus",71394.0547397064
"Peromyscus beatae",51823.3160500939
"Peromyscus boylii",418813.807957707
"Peromyscus bullatus",65.1900481328125
"Peromyscus californicus",28025.2978035251
"Peromyscus caniceps",18.099834515625
"Peromyscus crinitus",59181.9137973882
"Peromyscus dickeyi",11.1951919765625
"Peromyscus difficilis",19727.3045991294
"Peromyscus eremicus",21449.5296038153
"Peromyscus eva",33505.1046366166
"Peromyscus fraterculus",111788.059395067
"Peromyscus furvus",5949.5045616422
"Peromyscus gossypinus",801460.890817011
"Peromyscus grandis",2974.7522808211
"Peromyscus gratus",148894.179950572
"Peromyscus guatemalensis",12055.5750328013
"Peromyscus gymnotis",7671.7295663281
"Peromyscus hooperi",20040.4364181632
"Peromyscus hylocetes",12368.7068518351
"Peromyscus interparietalis",36.34933771875
"Peromyscus keeni",138560.829922456
"Peromyscus leucopus",3918061.88566042
"Peromyscus levipes",35853.5932793701
"Peromyscus madrensis",156.5659095169
"Peromyscus maniculatus",8176654.6245201
"Peromyscus mayensis",156.5659095169
"Peromyscus megalops",11899.0091232844
"Peromyscus mekisturus",2974.7522808211
"Peromyscus melanocarpus",3444.4500093718
"Peromyscus melanophrys",469.6977285507
"Peromyscus melanotis",156.5659095169
"Peromyscus melanurus",3287.8840998549
"Peromyscus merriami",197273.045991294
"Peromyscus mexicanus",256298.393879165
"Peromyscus nasutus",68889.000187436
"Peromyscus ochraventer",1095.9613666183
"Peromyscus pectoralis",80318.3115821697
"Peromyscus perfulvus",43212.1910266644
"Peromyscus polionotus",31939.4455414476
"Peromyscus polius",5323.2409235746
"Peromyscus pseudocrinitus",7.3045267109375
"Peromyscus sagax",939.3954571014
"Peromyscus schmidlyi",10646.4818471492
"Peromyscus sejugis",13.5888070761719
"Peromyscus simulus",469.6977285507
"Peromyscus slevini",39.511328796875
"Peromyscus spicilegus",51510.1842310601
"Peromyscus stephani",41.2016698554688
"Peromyscus stirtoni",7045.4659282605
"Peromyscus truei",337712.666827953
"Peromyscus winkelmanni",156.5659095169
"Peromyscus yucatanicus",939.3954571014
"Peromyscus zarhynchus",5949.5045616422
"Peropteryx kappleri",3762435.37160062
"Peropteryx leucoptera",3351136.72729973
"Peropteryx macrotis",6024969.33002934
"Peropteryx trinitatis",156.5659095169
"Peroryctes broadbenti",10489.9159376323
"Peroryctes raffrayana",270389.325735686
"Petaurillus emiliae",782.8295475845
"Petaurillus hosei",19727.3045991294
"Petaurillus kinlochii",2818.1863713042
"Petaurista alborufus",165803.298178397
"Petaurista elegans",495531.103620988
"Petaurista leucogenys",224985.211975785
"Petaurista magnificus",14404.0636755548
"Petaurista nobilis",24893.9796131871
"Petaurista petaurista",1764028.10252691
"Petaurista philippensis",1719563.38422411
"Petaurista xanthotis",98479.9570861301
"Petauroides volans",218409.443776075
"Petaurus abidi",156.5659095169
"Petaurus australis",120868.882147047
"Petaurus biacensis",2035.3568237197
"Petaurus breviceps",2013124.4645683
"Petaurus gracilis",626.2636380676
"Petaurus norfolcensis",341783.380475393
"Petinomys crinitus",14560.6295850717
"Petinomys fuscocapillus",43995.0205742489
"Petinomys genibarbis",395798.619258723
"Petinomys hageni",156.5659095169
"Petinomys lugens",3757.5818284056
"Petinomys mindanensis",14090.931856521
"Petinomys setosus",355091.482784329
"Petinomys vordermanni",25520.2432512547
"Petrodromus tetradactylus",2230751.07879679
"Petrogale assimilis",209328.621024095
"Petrogale brachyotis",161889.150440475
"Petrogale burbidgei",6262.636380676
"Petrogale coenensis",10176.7841185985
"Petrogale concinna",81414.272948788
"Petrogale godmani",36166.7250984039
"Petrogale herberti",283697.428044623
"Petrogale inornata",84702.1570486429
"Petrogale lateralis",108030.477566661
"Petrogale mareeba",19570.7386896125
"Petrogale penicillata",53388.9751452629
"Petrogale persephone",1409.0931856521
"Petrogale purpureicollis",81101.1411297542
"Petrogale rothschildi",142318.411750862
"Petrogale sharmani",17535.3818658928
"Petrogale xanthopus",24737.4137036702
"Petromus typicus",127757.78216579
"Petromyscus barbouri",6888.9000187436
"Petromyscus collinus",104586.027557289
"Petromyscus monticularis",30060.6546272448
"Petromyscus shortridgei",51979.8819596108
"Petropseudes dahli",197742.743719845
"Phacochoerus aethiopicus",257081.22342675
"Phacochoerus africanus",7107935.72615774
"Phaenomys ferrugineus",12838.4045803858
"Phaiomys leucurus",1115062.40757936
"Phalanger alexandrae",150.186532927567
"Phalanger carmelitae",157975.002702552
"Phalanger gymnotis",481127.039945434
"Phalanger intercastellanus",44934.4160313503
"Phalanger lullulae",313.1318190338
"Phalanger matabiru",313.1318190338
"Phalanger matanim",156.5659095169
"Phalanger mimicus",121964.843513665
"Phalanger orientalis",140126.489017625
"Phalanger ornatus",10333.3500281154
"Phalanger rothschildi",782.8295475845
"Phalanger sericeus",155313.382240765
"Phalanger vestitus",77656.6911203824
"Phaner electromontis",469.6977285507
"Phaner furcifer",15813.1568612069
"Phaner pallescens",15030.3273136224
"Phaner parienti",939.3954571014
"Pharotis imogene",469.6977285507
"Phascogale calura",1565.659095169
"Phascogale pirata",21762.6614228491
"Phascogale tapoatafa",149207.311769606
"Phascolarctos cinereus",655698.029056777
"Phascolosorex doriae",65601.1160875811
"Phascolosorex dorsalis",149363.877679123
"Phataginus tricuspis",5097159.7502322
"Phenacomys intermedius",5792.9386521253
"Phenacomys ungava",1120855.34623149
"Philander andersoni",799268.968083774
"Philander deltae",19257.6068705787
"Philander frenatus",227177.134709022
"Philander mcilhennyi",386561.230597226
"Philander mondolfii",34914.1978222687
"Philander olrogi",156.5659095169
"Philander opossum",4013097.39273718
"Philantomba maxwellii",246121.609760567
"Philantomba monticola",1515244.87230456
"Philetor brachypterus",988087.454961156
"Phloeomys cumingi",11272.7454852168
"Phloeomys pallidus",38202.0819221236
"Phodopus campbelli",432121.910266644
"Phodopus roborovskii",67010.2092732332
"Phodopus sungorus",2661.6204617873
"Phoniscus atrox",39298.0432887419
"Phoniscus jagorii",117737.563956709
"Phoniscus papuensis",298258.057629694
"Phylloderma stenops",6400257.81514135
"Phyllomys blainvillii",19883.8705086463
"Phyllomys brasiliensis",2661.6204617873
"Phyllomys dasythrix",275399.434840227
"Phyllomys kerri",1878.7909142028
"Phyllomys lamarum",387344.060144811
"Phyllomys lundi",15813.1568612069
"Phyllomys mantiqueirensis",2348.4886427535
"Phyllomys medius",162358.848169025
"Phyllomys nigrispinus",60434.4410735234
"Phyllomys pattoni",45404.113759901
"Phyllomys thomasi",156.5659095169
"Phyllomys unicolor",1878.7909142028
"Phyllonycteris aphylla",313.1318190338
"Phyllonycteris poeyi",23798.0182465688
"Phyllops falcatus",8924.2568424633
"Phyllostomus discolor",9566646.76921114
"Phyllostomus elongatus",5277210.54617663
"Phyllostomus hastatus",8807458.67396369
"Phyllostomus latifolius",1552037.86104103
"Phyllotis amicus",49787.9592263742
"Phyllotis andium",38828.3455601912
"Phyllotis anitae",939.3954571014
"Phyllotis bonariensis",626.2636380676
"Phyllotis caprinus",19257.6068705787
"Phyllotis darwini",12368.7068518351
"Phyllotis definitus",4227.2795569563
"Phyllotis haggardi",14247.4977660379
"Phyllotis limatus",129010.309441926
"Phyllotis magister",33035.4069080659
"Phyllotis osgoodi",14560.6295850717
"Phyllotis osilae",221384.196056897
"Phyllotis wolffsohni",30686.9182653124
"Phyllotis xanthopygus",654758.633599676
"Piliocolobus gordonorum",782.8295475845
"Pipistrellus abramus",1375274.94919645
"Pipistrellus adamsi",263970.123445493
"Pipistrellus aero",782.8295475845
"Pipistrellus anchietae",553773.621961275
"Pipistrellus angulatus",250348.889317523
"Pipistrellus ceylonicus",489581.599059346
"Pipistrellus collinus",174570.989111343
"Pipistrellus coromandra",852814.509138554
"Pipistrellus crassulus",1803013.01399662
"Pipistrellus endoi",10959.613666183
"Pipistrellus hanaki",7045.4659282605
"Pipistrellus hesperidus",809445.752202373
"Pipistrellus imbricatus",67323.341092267
"Pipistrellus inexspectatus",484414.924045288
"Pipistrellus javanicus",2214311.65829752
"Pipistrellus kuhlii",4714825.79919193
"Pipistrellus maderensis",469.6977285507
"Pipistrellus minahassae",41.8805377005615
"Pipistrellus nanulus",519955.385505625
"Pipistrellus nathusii",1527300.44733736
"Pipistrellus papuanus",165490.166359363
"Pipistrellus paterculus",497409.894535191
"Pipistrellus permixtus",126.753092512207
"Pipistrellus pipistrellus",4216476.50919963
"Pipistrellus pygmaeus",366051.096450512
"Pipistrellus raceyi",6262.636380676
"Pipistrellus rueppellii",1237966.64655013
"Pipistrellus rusticus",2479534.30901915
"Pipistrellus stenopterus",148894.179950572
"Pipistrellus wattsi",5166.6750140577
"Pipistrellus westralis",65287.9842685473
"Pithecheir melanurus",156.5659095169
"Pithecheir parvus",24580.8477941533
"Pithecheirops otion",1409.0931856521
"Pithecia aequatorialis",36792.9887364715
"Pithecia albicans",49944.5251358911
"Pithecia pithecia",609824.217568325
"Plagiodontia aedium",1252.5272761352
"Planigale gilesi",702041.538273779
"Planigale ingrami",414899.660219785
"Planigale maculata",177858.873211198
"Planigale novaeguineae",2191.9227332366
"Planigale tenuirostris",944718.698024974
"Platacanthomys lasiurus",15343.4591326562
"Platalina genovensium",3601.0159188887
"Platymops setiger",108343.609385695
"Platyrrhinus albericoi",242520.593841678
"Platyrrhinus aurarius",288550.971239647
"Platyrrhinus brachycephalus",3405151.96608306
"Platyrrhinus chocoensis",55267.7660594657
"Platyrrhinus dorsalis",79065.7843060345
"Platyrrhinus helleri",6251207.06928127
"Platyrrhinus infuscus",551112.001499488
"Platyrrhinus ismaeli",30060.6546272448
"Platyrrhinus lineatus",1454653.86532152
"Platyrrhinus masu",57929.386521253
"Platyrrhinus matapalensis",34287.9341842011
"Platyrrhinus nigellus",26772.7705273899
"Platyrrhinus recifinus",628455.560800837
"Platyrrhinus vittatus",78439.5206679669
"Plecotus auritus",2400938.22244166
"Plecotus austriacus",2215877.31739269
"Plecotus balensis",469.6977285507
"Plecotus christii",111318.361666516
"Plecotus kolombatovici",516354.369586736
"Plecotus macrobullaris",501010.91045408
"Plecotus ognevi",2658176.01177793
"Plecotus sacrimontis",133081.023089365
"Plecotus sardus",7358.5977472943
"Plecotus taivanus",8924.2568424633
"Plecotus teneriffae",156.5659095169
"Plerotes anchietae",466253.278541328
"Podogymnura aureospinula",1252.5272761352
"Podogymnura truei",3757.5818284056
"Podomys floridanus",48378.8660407221
"Podoxymys roraimae",7358.5977472943
"Poecilogale albinucha",3621369.4871259
"Poelagus marjorita",626.2636380676
"Pogonomelomys brassi",90338.5297912513
"Pogonomelomys bruijnii",12994.9704899027
"Pogonomelomys mayeri",88459.7388770485
"Pogonomys championi",156.5659095169
"Pogonomys fergussoniensis",469.6977285507
"Pogonomys loriae",126661.820799172
"Pogonomys macrourus",250818.587046074
"Pogonomys sylvestris",98793.0889051639
"Poiana leightoni",34757.6319127518
"Poiana richardsonii",997794.541351203
"Pongo abelii",17691.9477754097
"Pongo pygmaeus",82666.8002249232
"Porcula salvania",939.3954571014
"Potamochoerus larvatus",1451679.1130407
"Potamochoerus porcus",2998550.29906767
"Potamogale velox",1161875.61452491
"Potorous gilbertii",17.1015131328125
"Potorous longipes",2348.4886427535
"Potorous tridactylus",72176.8842872909
"Potos flavus",5887347.89556399
"Praomys daltoni",1821487.79131961
"Praomys degraaffi",626.2636380676
"Praomys delectorum",8297.9932043957
"Praomys derooi",168464.918640184
"Praomys hartwigi",1252.5272761352
"Praomys jacksoni",1408936.61974258
"Praomys lukolelae",100202.182090816
"Praomys minor",5949.5045616422
"Praomys misonnei",134020.418546466
"Praomys morio",1095.9613666183
"Praomys mutoni",2505.0545522704
"Praomys obscurus",3287.8840998549
"Praomys petteri",62469.7978972431
"Praomys rostratus",156565.9095169
"Praomys tullbergi",264439.821174044
"Praomys verschureni",117737.563956709
"Presbytis chrysomelas",8767.6909329464
"Presbytis comata",12994.9704899027
"Presbytis femoralis",35540.4614603363
