binomial,AdultBodyMass_g,Red List status,TrophicLevel,Order
Euryoryzomys lamia,60.5005,EN,Omnivore,RODENTIA
Euryoryzomys legatus,61.5005,LC,Omnivore,RODENTIA
Euryoryzomys macconnelli,62.245,LC,Omnivore,RODENTIA
Euryoryzomys nitidus,55.195,LC,Omnivore,RODENTIA
Euryoryzomys russatus,60.5,LC,Omnivore,RODENTIA
Euryzygomatomys spinosus,187.49,LC,Herbivore,RODENTIA
Exilisciurus concinnus,27.72,LC,Omnivore,RODENTIA
Exilisciurus exilis,21.75,DD,Omnivore,RODENTIA
Exilisciurus whiteheadi,24.91,LC,Herbivore,RODENTIA
Falsistrellus affinis,22.77,LC,Insectivore,CHIROPTERA
Falsistrellus mackenziei,23,NT,Insectivore,CHIROPTERA
Falsistrellus mordax,22.77,DD,Insectivore,CHIROPTERA
Falsistrellus petersi,22.77,DD,Insectivore,CHIROPTERA
Falsistrellus tasmaniensis,22.54,LC,Insectivore,CHIROPTERA
Felis chaus,7157.99,LC,Carnivore,CARNIVORA
Felis margarita,2823.36,LC,Carnivore,CARNIVORA
Felis nigripes,1362.77,VU,Carnivore,CARNIVORA
Felis silvestris,4573.08,LC,Carnivore,CARNIVORA
Felovia vae,205,LC,Herbivore,RODENTIA
Feroculus feroculus,35.99,EN,Omnivore,EULIPOTYPHLA
Fossa fossana,1853.98,VU,Insectivore,CARNIVORA
Funambulus layardi,168,VU,Omnivore,RODENTIA
Funambulus palmarum,136.4,LC,Omnivore,RODENTIA
Funambulus pennantii,102.49,LC,Omnivore,RODENTIA
Funambulus sublineatus,70.93,VU,Omnivore,RODENTIA
Funambulus tristriatus,134.62,LC,Omnivore,RODENTIA
Funisciurus anerythrus,223.54,LC,Herbivore,RODENTIA
Funisciurus bayonii,134.99,DD,Herbivore,RODENTIA
Funisciurus carruthersi,276.85,LC,Herbivore,RODENTIA
Funisciurus congicus,112,LC,Herbivore,RODENTIA
Funisciurus duchaillui,186.2877778,DD,Herbivore,RODENTIA
Funisciurus isabella,109.31,LC,Herbivore,RODENTIA
Funisciurus lemniscatus,140.99,LC,Herbivore,RODENTIA
Funisciurus leucogenys,250,LC,Herbivore,RODENTIA
Funisciurus pyrropus,243.18,LC,Herbivore,RODENTIA
Funisciurus substriatus,185.73,DD,Herbivore,RODENTIA
Furipterus horrens,3.15,LC,Insectivore,CHIROPTERA
Galago gallarum,250,LC,Omnivore,PRIMATES
Galago matschiei,211.61,LC,Omnivore,PRIMATES
Galago moholi,191.96,LC,Omnivore,PRIMATES
Galago senegalensis,215.2,LC,Omnivore,PRIMATES
Galagoides cocos,146.8,LC,Omnivore,PRIMATES
Galagoides granti,134,LC,Omnivore,PRIMATES
Galagoides orinus,100,NT,Omnivore,PRIMATES
Galagoides rondoensis,111.92,CR,Omnivore,PRIMATES
Galagoides thomasi,99,LC,Omnivore,PRIMATES
Galagoides zanzibaricus,146.8,LC,Omnivore,PRIMATES
Galea flavidens,450,LC,Herbivore,RODENTIA
Galea musteloides,386.64,DD,Herbivore,RODENTIA
Galea spixii,360.61,LC,Herbivore,RODENTIA
Galemys pyrenaicus,60.17,VU,Insectivore,EULIPOTYPHLA
Galenomys garleppi,59.3,DD,Herbivore,RODENTIA
Galeopterus variegatus,1100,LC,Herbivore,DERMOPTERA
Galictis cuja,1000,LC,Omnivore,CARNIVORA
Galictis vittata,3200,LC,Omnivore,CARNIVORA
Galidia elegans,810,LC,Omnivore,CARNIVORA
Galidictis fasciata,549.99,VU,Carnivore,CARNIVORA
Galidictis grandidieri,1400,EN,Carnivore,CARNIVORA
Gazella arabica,24124.67,VU,Herbivore,CETARTIODACTYLA
Gazella bennettii,18916.67,LC,Herbivore,CETARTIODACTYLA
Gazella cuvieri,25000,VU,Herbivore,CETARTIODACTYLA
Gazella dorcas,15635.95,VU,Herbivore,CETARTIODACTYLA
Gazella gazella,21306.83,EN,Herbivore,CETARTIODACTYLA
Gazella leptoceros,24645.75,EN,Herbivore,CETARTIODACTYLA
Gazella marica,26981.37,VU,NotAssigned,CETARTIODACTYLA
Gazella spekei,20000,EN,Herbivore,CETARTIODACTYLA
Gazella subgutturosa,26981.37,VU,Herbivore,CETARTIODACTYLA
Genetta abyssinica,1405.48,DD,Carnivore,CARNIVORA
Genetta angolensis,1859.64,LC,Carnivore,CARNIVORA
Genetta bourloni,1865.378167,VU,Carnivore,CARNIVORA
Genetta cristata,1863.23,VU,Carnivore,CARNIVORA
Genetta genetta,1756.17,LC,Omnivore,CARNIVORA
Genetta johnstoni,2225,NT,Carnivore,CARNIVORA
Genetta maculata,1950,LC,Carnivore,CARNIVORA
Genetta pardina,2290.868,LC,Carnivore,CARNIVORA
Genetta piscivora,1648.05,NT,Insectivore,CARNIVORA
Genetta poensis,1865.378167,DD,Carnivore,CARNIVORA
Genetta servalina,1175.84,LC,Carnivore,CARNIVORA
Genetta thierryi,1400,LC,Carnivore,CARNIVORA
Genetta tigrina,2066.57,LC,Carnivore,CARNIVORA
Genetta victoriae,2743.69,LC,Carnivore,CARNIVORA
Geocapromys brownii,1497.48,VU,Herbivore,RODENTIA
Geocapromys ingrahami,733.52,VU,Herbivore,RODENTIA
Geogale aurita,6.69,LC,Insectivore,AFROSORICIDA
Geomys arenarius,206,NT,Herbivore,RODENTIA
Geomys attwateri,144.06,LC,Herbivore,RODENTIA
Geomys breviceps,136.47,LC,Herbivore,RODENTIA
Geomys bursarius,203.75,LC,Herbivore,RODENTIA
Geomys knoxjonesi,172.49,LC,Herbivore,RODENTIA
Geomys personatus,397,LC,Herbivore,RODENTIA
Geomys pinetis,201.15,LC,Herbivore,RODENTIA
Geomys texensis,203.751,LC,Herbivore,RODENTIA
Geomys tropicalis,349.99,CR,Herbivore,RODENTIA
Georychus capensis,188.36,LC,Herbivore,RODENTIA
Geoxus valdivianus,30.8,LC,Insectivore,RODENTIA
Gerbilliscus afra,92.13,LC,Omnivore,RODENTIA
Gerbilliscus boehmi,49.03325904,LC,Omnivore,RODENTIA
Gerbilliscus brantsii,89.41,LC,Omnivore,RODENTIA
Gerbilliscus gambiana,99.38302355,LC,Omnivore,RODENTIA
Gerbilliscus guineae,102.5,LC,Omnivore,RODENTIA
Gerbilliscus inclusus,118.5,LC,Omnivore,RODENTIA
Gerbilliscus kempi,100.83,LC,Omnivore,RODENTIA
Gerbilliscus leucogaster,73.75,LC,Omnivore,RODENTIA
Gerbilliscus nigricaudus,123,LC,Omnivore,RODENTIA
Gerbilliscus phillipsi,127.07,LC,Omnivore,RODENTIA
Gerbilliscus robustus,95.99,LC,Omnivore,RODENTIA
Gerbilliscus validus,121,LC,Omnivore,RODENTIA
Gerbillurus paeba,25.91,LC,Herbivore,RODENTIA
Gerbillurus setzeri,38.29,LC,Herbivore,RODENTIA
Gerbillurus tytonis,29.79,LC,Herbivore,RODENTIA
Gerbillurus vallinus,35.24,LC,Herbivore,RODENTIA
Gerbillus acticola,40.08709228,DD,Omnivore,RODENTIA
Gerbillus amoenus,13.2,LC,Omnivore,RODENTIA
Gerbillus andersoni,27.5,LC,Omnivore,RODENTIA
Gerbillus aquilus,63.85388804,LC,Omnivore,RODENTIA
Gerbillus bottai,40.08709228,DD,Omnivore,RODENTIA
Gerbillus brockmani,40.08709228,DD,Omnivore,RODENTIA
Gerbillus campestris,28.4,LC,Omnivore,RODENTIA
Gerbillus cheesmani,28,LC,Omnivore,RODENTIA
Gerbillus cosensis,40.08709228,DD,Omnivore,RODENTIA
Gerbillus dasyurus,23.5,LC,Omnivore,RODENTIA
Gerbillus dunni,63.85388804,LC,Omnivore,RODENTIA
Gerbillus famulus,37,LC,Omnivore,RODENTIA
Gerbillus floweri,63.85388804,LC,Omnivore,RODENTIA
Gerbillus gerbillus,26.99,LC,Omnivore,RODENTIA
Gerbillus gleadowi,26.01,LC,Omnivore,RODENTIA
Gerbillus grobbeni,40.08709228,DD,Omnivore,RODENTIA
Gerbillus harwoodi,63.85388804,LC,Omnivore,RODENTIA
Gerbillus henleyi,8,LC,Omnivore,RODENTIA
Gerbillus hesperinus,63.85388804,EN,Omnivore,RODENTIA
Gerbillus hoogstraali,63.85388804,VU,Omnivore,RODENTIA
Gerbillus jamesi,40.08709228,DD,Omnivore,RODENTIA
Gerbillus juliani,40.08709228,LC,Omnivore,RODENTIA
Gerbillus latastei,39.55,LC,Omnivore,RODENTIA
Gerbillus lowei,40.08709228,DD,Omnivore,RODENTIA
Gerbillus maghrebi,63.85388804,LC,Omnivore,RODENTIA
Gerbillus mesopotamiae,20,LC,Omnivore,RODENTIA
Gerbillus muriculus,40.08709228,DD,Omnivore,RODENTIA
Gerbillus nancillus,40.08709228,DD,Omnivore,RODENTIA
Gerbillus nanus,25.5,LC,Omnivore,RODENTIA
Gerbillus nigeriae,29.7,LC,Omnivore,RODENTIA
Gerbillus occiduus,40.08709228,DD,Omnivore,RODENTIA
Gerbillus percivali,40.08709228,DD,Omnivore,RODENTIA
Gerbillus perpallidus,52.22,LC,Omnivore,RODENTIA
Gerbillus poecilops,31.5,LC,Omnivore,RODENTIA
Gerbillus principulus,40.08709228,DD,Omnivore,RODENTIA
Gerbillus pulvinatus,63.85388804,LC,Omnivore,RODENTIA
Gerbillus pusillus,12.55,LC,Omnivore,RODENTIA
Gerbillus pyramidum,42.8,LC,Omnivore,RODENTIA
Gerbillus rosalinda,63.85388804,LC,Omnivore,RODENTIA
Gerbillus rupicola,40.08709228,LC,Omnivore,RODENTIA
Gerbillus simoni,17.4,LC,Omnivore,RODENTIA
Gerbillus somalicus,40.08709228,DD,Omnivore,RODENTIA
Gerbillus stigmonyx,40.08709228,DD,Omnivore,RODENTIA
Gerbillus tarabuli,63.85388804,LC,Omnivore,RODENTIA
Gerbillus watersi,10.4,LC,Omnivore,RODENTIA
Giraffa camelopardalis,964654.7,VU,Herbivore,CETARTIODACTYLA
Glaucomys sabrinus,137.53,LC,Omnivore,RODENTIA
Glaucomys volans,71.9,LC,Omnivore,RODENTIA
Glauconycteris alboguttata,8.347142857,LC,Insectivore,CHIROPTERA
Glauconycteris argentata,9.3,LC,Insectivore,CHIROPTERA
Glauconycteris beatrix,7.5,LC,Insectivore,CHIROPTERA
Glauconycteris curryae,8.347142857,DD,Insectivore,CHIROPTERA
Glauconycteris egeria,8.347142857,DD,Insectivore,CHIROPTERA
Glauconycteris gleni,10.81,DD,Insectivore,CHIROPTERA
Glauconycteris humeralis,5.49,DD,Insectivore,CHIROPTERA
Glauconycteris kenyacola,7.17,DD,Insectivore,CHIROPTERA
Glauconycteris machadoi,8.347142857,DD,Insectivore,CHIROPTERA
Glauconycteris poensis,6.91,LC,Insectivore,CHIROPTERA
Glauconycteris superba,8.347142857,LC,Insectivore,CHIROPTERA
Glauconycteris variegata,11.25,LC,Insectivore,CHIROPTERA
Glironia venusta,114,LC,Omnivore,DIDELPHIMORPHIA
Glirulus japonicus,27,LC,Omnivore,RODENTIA
Glis glis,128.09,LC,Omnivore,RODENTIA
Glischropus javanus,4.59,DD,Insectivore,CHIROPTERA
Glischropus tylopus,4.59,LC,Insectivore,CHIROPTERA
Glossophaga commissarisi,9.15,LC,Omnivore,CHIROPTERA
Glossophaga leachii,10.24,LC,Omnivore,CHIROPTERA
Glossophaga longirostris,13.32,DD,Omnivore,CHIROPTERA
Glossophaga morenoi,8.54,LC,Omnivore,CHIROPTERA
Glossophaga soricina,9.97,LC,Herbivore,CHIROPTERA
Glyphonycteris behnii,13.76,DD,Omnivore,CHIROPTERA
Glyphonycteris daviesi,18.61,LC,Omnivore,CHIROPTERA
Glyphonycteris sylvestris,8.91,LC,Insectivore,CHIROPTERA
Glyphotes simus,590.0703713,DD,Herbivore,RODENTIA
Golunda ellioti,60.73,LC,Herbivore,RODENTIA
Gorilla beringei,149325.2,CR,Herbivore,PRIMATES
Gorilla gorilla,112589,CR,Herbivore,PRIMATES
Gracilinanus aceramarcae,20.5,LC,Omnivore,DIDELPHIMORPHIA
Gracilinanus agilis,22.03,LC,Omnivore,DIDELPHIMORPHIA
Gracilinanus dryas,18.53,LC,Omnivore,DIDELPHIMORPHIA
Gracilinanus emiliae,7.59,DD,Omnivore,DIDELPHIMORPHIA
Gracilinanus marica,23.8,LC,Omnivore,DIDELPHIMORPHIA
Gracilinanus microtarsus,29.3,LC,Omnivore,DIDELPHIMORPHIA
Grammomys aridulus,47.34722201,DD,Omnivore,RODENTIA
Grammomys buntingi,47.34722201,DD,Omnivore,RODENTIA
Grammomys caniceps,47.34722201,DD,Omnivore,RODENTIA
Grammomys cometes,45,LC,Omnivore,RODENTIA
Grammomys dolichurus,41.85,LC,Omnivore,RODENTIA
Grammomys dryas,63.85388804,NT,Omnivore,RODENTIA
Grammomys gigas,63.85388804,EN,Omnivore,RODENTIA
Grammomys ibeanus,41.19,LC,Omnivore,RODENTIA
Grammomys kuru,50.03,LC,Omnivore,RODENTIA
Grammomys macmillani,37.01,LC,Omnivore,RODENTIA
Grammomys minnae,35.99,VU,Omnivore,RODENTIA
Graomys domorum,102,LC,Herbivore,RODENTIA
Graomys edithae,40.4,DD,Herbivore,RODENTIA
Graomys griseoflavus,68.32,LC,Herbivore,RODENTIA
Graphiurus angolensis,23.82218973,DD,Omnivore,RODENTIA
Graphiurus christyi,3.015691219,LC,Omnivore,RODENTIA
Graphiurus crassicaudatus,23.82218973,DD,Omnivore,RODENTIA
Graphiurus johnstoni,23.82218973,DD,Omnivore,RODENTIA
Graphiurus kelleni,10.5,LC,Omnivore,RODENTIA
Graphiurus lorraineus,27.00440498,LC,Omnivore,RODENTIA
Graphiurus microtis,3.365900551,LC,Omnivore,RODENTIA
Graphiurus monardi,23.82218973,DD,Omnivore,RODENTIA
Graphiurus murinus,20.07,LC,Omnivore,RODENTIA
Graphiurus nagtglasii,30,LC,Omnivore,RODENTIA
Graphiurus ocularis,68.8,LC,Omnivore,RODENTIA
Graphiurus platyops,46.1,LC,Omnivore,RODENTIA
Graphiurus rupicola,3.365900551,LC,Omnivore,RODENTIA
Graphiurus surdus,26,DD,Omnivore,RODENTIA
Gulo gulo,12792.49,LC,Omnivore,CARNIVORA
Gymnobelideus leadbeateri,137.32,CR,Omnivore,DIPROTODONTIA
Gymnuromys roberti,97.5,LC,Omnivore,RODENTIA
Habromys chinanteco,40,CR,Omnivore,RODENTIA
Habromys delicatulus,49.098,EN,Omnivore,RODENTIA
Habromys ixtlani,40.5,CR,Omnivore,RODENTIA
Habromys lepturus,84.99,CR,Omnivore,RODENTIA
Habromys lophurus,40,NT,Omnivore,RODENTIA
Habromys schmidlyi,49.098,CR,Omnivore,RODENTIA
Habromys simulatus,40,EN,Omnivore,RODENTIA
Hadromys humei,59,EN,Herbivore,RODENTIA
Hadromys yunnanensis,59,DD,Herbivore,RODENTIA
Haeromys margarettae,12.55,DD,Omnivore,RODENTIA
Haeromys minahassae,14.7,VU,Herbivore,RODENTIA
Haeromys pusillus,10.4,VU,Omnivore,RODENTIA
Handleyomys alfaroi,33.3,LC,Omnivore,RODENTIA
Handleyomys chapmani,49.995,LC,Omnivore,RODENTIA
Handleyomys fuscatus,49.5,LC,Omnivore,RODENTIA
Handleyomys intectus,60.5,LC,Omnivore,RODENTIA
Handleyomys melanotis,49.995,LC,Omnivore,RODENTIA
Handleyomys rhabdops,33,VU,Omnivore,RODENTIA
Handleyomys rostratus,42.5,LC,Omnivore,RODENTIA
Handleyomys saturatior,33,NT,Omnivore,RODENTIA
Hapalemur alaotrensis,1616.83,CR,Herbivore,PRIMATES
Hapalemur aureus,1562.41,CR,Herbivore,PRIMATES
Hapalemur griseus,916,VU,Herbivore,PRIMATES
Hapalemur meridionalis,935,VU,Herbivore,PRIMATES
Hapalemur occidentalis,1000,VU,Herbivore,PRIMATES
Hapalomys delacouri,64.3,VU,Herbivore,RODENTIA
Hapalomys longicaudatus,70,EN,Herbivore,RODENTIA
Haplonycteris fischeri,18.25,LC,Herbivore,CHIROPTERA
Harpiocephalus harpia,13.65,LC,Insectivore,CHIROPTERA
Harpiola grisea,10.17892383,DD,Insectivore,CHIROPTERA
Harpiola isodon,10.17892383,DD,Insectivore,CHIROPTERA
Harpyionycteris celebensis,116.77,VU,Herbivore,CHIROPTERA
Harpyionycteris whiteheadi,135.48,LC,Herbivore,CHIROPTERA
Heimyscus fumosus,17.2,LC,Omnivore,RODENTIA
Helarctos malayanus,57075.78,VU,Omnivore,CARNIVORA
Heliophobius argenteocinereus,159.46,LC,Herbivore,RODENTIA
Heliosciurus gambianus,248.36,LC,Omnivore,RODENTIA
Heliosciurus mutabilis,390,LC,Omnivore,RODENTIA
Heliosciurus punctatus,173.85,DD,Omnivore,RODENTIA
Heliosciurus rufobrachium,332.88,LC,Omnivore,RODENTIA
Heliosciurus ruwenzorii,291,LC,Omnivore,RODENTIA
Heliosciurus undulatus,347.33,DD,Omnivore,RODENTIA
Helogale hirtula,484.63,LC,Omnivore,CARNIVORA
Helogale parvula,281.83,LC,Insectivore,CARNIVORA
Hemibelideus lemuroides,993.59,NT,Herbivore,DIPROTODONTIA
Hemicentetes nigriceps,102.99,LC,Insectivore,AFROSORICIDA
Hemicentetes semispinosus,134,LC,Insectivore,AFROSORICIDA
Hemiechinus auritus,322.04,LC,Omnivore,EULIPOTYPHLA
Hemiechinus collaris,141,LC,Omnivore,EULIPOTYPHLA
Hemigalus derbyanus,1262.7,NT,Insectivore,CARNIVORA
Hemitragus jemlahicus,68616.43,NT,Herbivore,CETARTIODACTYLA
Herpestes brachyurus,1396.16,NT,Omnivore,CARNIVORA
Herpestes edwardsii,1324.2,LC,Insectivore,CARNIVORA
Herpestes flavescens,750,LC,Omnivore,CARNIVORA
Herpestes fuscus,1348.963,LC,Omnivore,CARNIVORA
Herpestes ichneumon,2980.02,LC,Omnivore,CARNIVORA
Herpestes javanicus,750,LC,Carnivore,CARNIVORA
Herpestes naso,3002.08,LC,Omnivore,CARNIVORA
Herpestes ochraceus,549.997,LC,Omnivore,CARNIVORA
Herpestes pulverulentus,742,LC,Insectivore,CARNIVORA
Herpestes sanguineus,500,LC,Insectivore,CARNIVORA
Herpestes semitorquatus,1523.854615,NT,Omnivore,CARNIVORA
Herpestes smithii,1702.5,LC,Insectivore,CARNIVORA
Herpestes urva,2384.19,LC,Carnivore,CARNIVORA
Herpestes vitticollis,2380,LC,Omnivore,CARNIVORA
Hesperoptenus blanfordi,6.91,LC,Insectivore,CHIROPTERA
Hesperoptenus doriae,11.605,DD,Insectivore,CHIROPTERA
Hesperoptenus gaskelli,11.605,DD,Insectivore,CHIROPTERA
Hesperoptenus tickelli,16.3,LC,Insectivore,CHIROPTERA
Hesperoptenus tomesi,11.605,VU,Insectivore,CHIROPTERA
Heterocephalus glaber,39.36,LC,Herbivore,RODENTIA
Heterohyrax brucei,2453.66,LC,Herbivore,HYRACOIDEA
Heteromys anomalus,69.06,LC,Herbivore,RODENTIA
Heteromys australis,267.49,LC,Herbivore,RODENTIA
Heteromys desmarestianus,74,LC,Omnivore,RODENTIA
Heteromys gaumeri,63.59,LC,Herbivore,RODENTIA
Heteromys nelsoni,67.55,EN,Herbivore,RODENTIA
Heteromys oasicus,102.7483333,EN,Herbivore,RODENTIA
Heteromys oresterus,74.8,LC,Herbivore,RODENTIA
Heteromys teleus,102.7483333,VU,Herbivore,RODENTIA
Hippocamelus antisensis,68599.35,VU,Herbivore,CETARTIODACTYLA
Hippocamelus bisulcus,69240.81,EN,Herbivore,CETARTIODACTYLA
Hippopotamus amphibius,1536310,VU,Herbivore,CETARTIODACTYLA
Hipposideros abae,21.81,LC,Insectivore,CHIROPTERA
Hipposideros armiger,49.99,LC,Insectivore,CHIROPTERA
Hipposideros ater,5.86,LC,Insectivore,CHIROPTERA
Hipposideros beatus,6.7,LC,Insectivore,CHIROPTERA
Hipposideros bicolor,8.39,LC,Insectivore,CHIROPTERA
Hipposideros boeadii,21.81,DD,Insectivore,CHIROPTERA
Hipposideros breviceps,21.81,DD,Insectivore,CHIROPTERA
Hipposideros caffer,9.46,LC,Insectivore,CHIROPTERA
Hipposideros calcaratus,21.81,LC,Insectivore,CHIROPTERA
Hipposideros camerunensis,21.81,DD,Insectivore,CHIROPTERA
Hipposideros cervinus,8.51,LC,Insectivore,CHIROPTERA
Hipposideros cineraceus,3.84,LC,Insectivore,CHIROPTERA
Hipposideros commersoni,89.99,NT,Insectivore,CHIROPTERA
Hipposideros coronatus,21.81,DD,Insectivore,CHIROPTERA
Hipposideros corynophyllus,15.07,LC,Insectivore,CHIROPTERA
Hipposideros coxi,21.81,EN,Insectivore,CHIROPTERA
Hipposideros crumeniferus,21.81,DD,Insectivore,CHIROPTERA
Hipposideros curtus,21.81,VU,Insectivore,CHIROPTERA
Hipposideros cyclops,32.92,LC,Insectivore,CHIROPTERA
Hipposideros demissus,21.81,VU,Insectivore,CHIROPTERA
Hipposideros diadema,46.9,LC,Insectivore,CHIROPTERA
Hipposideros dinops,21.81,DD,Insectivore,CHIROPTERA
Hipposideros doriae,4.24,NT,Insectivore,CHIROPTERA
Hipposideros durgadasi,21.81,VU,Insectivore,CHIROPTERA
Hipposideros dyacorum,21.81,LC,Insectivore,CHIROPTERA
Hipposideros edwardshilli,21.81,VU,Insectivore,CHIROPTERA
Hipposideros fuliginosus,21.81,LC,Insectivore,CHIROPTERA
Hipposideros fulvus,8.83,LC,Insectivore,CHIROPTERA
Hipposideros galeritus,10.17,LC,Insectivore,CHIROPTERA
Hipposideros gigas,115.42,LC,Insectivore,CHIROPTERA
Hipposideros grandis,21.81,LC,Insectivore,CHIROPTERA
Hipposideros halophyllus,4,VU,Insectivore,CHIROPTERA
Hipposideros hypophyllus,21.81,CR,Insectivore,CHIROPTERA
Hipposideros inexpectatus,21.81,DD,Insectivore,CHIROPTERA
Hipposideros inornatus,25.9,VU,Insectivore,CHIROPTERA
Hipposideros jonesi,5.49,NT,Insectivore,CHIROPTERA
Hipposideros khaokhouayensis,21.81,VU,Insectivore,CHIROPTERA
Hipposideros lamottei,21.81,CR,Insectivore,CHIROPTERA
Hipposideros lankadiva,44.76,LC,Insectivore,CHIROPTERA
Hipposideros larvatus,19.95,LC,Insectivore,CHIROPTERA
Hipposideros lekaguli,31.08,NT,Insectivore,CHIROPTERA
Hipposideros lylei,40,LC,Insectivore,CHIROPTERA
Hipposideros macrobullatus,21.81,DD,Insectivore,CHIROPTERA
Hipposideros madurae,21.81,LC,Insectivore,CHIROPTERA
Hipposideros maggietaylorae,16.1,LC,Insectivore,CHIROPTERA
Hipposideros marisae,21.81,VU,Insectivore,CHIROPTERA
Hipposideros megalotis,21.81,LC,Insectivore,CHIROPTERA
Hipposideros muscinus,21.81,LC,Insectivore,CHIROPTERA
Hipposideros nequam,21.81,DD,Insectivore,CHIROPTERA
Hipposideros obscurus,9.6,LC,Insectivore,CHIROPTERA
Hipposideros orbiculus,21.81,VU,Insectivore,CHIROPTERA
Hipposideros papua,21.81,LC,Insectivore,CHIROPTERA
Hipposideros pelingensis,21.81,NT,Insectivore,CHIROPTERA
Hipposideros pomona,6.2,LC,Insectivore,CHIROPTERA
Hipposideros pratti,21.81,LC,Insectivore,CHIROPTERA
Hipposideros pygmaeus,3.53,LC,Insectivore,CHIROPTERA
Hipposideros ridleyi,9.59,VU,Insectivore,CHIROPTERA
Hipposideros rotalis,21.81,LC,Insectivore,CHIROPTERA
Hipposideros ruber,10.61,LC,Insectivore,CHIROPTERA
Hipposideros scutinares,21.81,VU,Insectivore,CHIROPTERA
Hipposideros semoni,14,LC,Insectivore,CHIROPTERA
Hipposideros sorenseni,21.81,VU,Insectivore,CHIROPTERA
Hipposideros speoris,10.39,LC,Insectivore,CHIROPTERA
Hipposideros stenotis,12,LC,Insectivore,CHIROPTERA
Hipposideros sumbae,21.81,LC,Insectivore,CHIROPTERA
Hipposideros thomensis,21.81,LC,Insectivore,CHIROPTERA
Hipposideros turpis,33.31,NT,Insectivore,CHIROPTERA
Hipposideros vittatus,21.81,NT,Insectivore,CHIROPTERA
Hipposideros wollastoni,6.93,LC,Insectivore,CHIROPTERA
Hippotragus equinus,264174,LC,Herbivore,CETARTIODACTYLA
Hippotragus niger,236405.9,LC,Herbivore,CETARTIODACTYLA
Histiotus alienus,11.16,DD,Insectivore,CHIROPTERA
Histiotus humboldti,11.16,DD,Insectivore,CHIROPTERA
Histiotus laephotis,11.16,NT,Insectivore,CHIROPTERA
Histiotus macrotus,11,LC,Insectivore,CHIROPTERA
Histiotus magellanicus,11.16,LC,Insectivore,CHIROPTERA
Histiotus montanus,11.16,LC,Insectivore,CHIROPTERA
Histiotus velatus,11.32,DD,Insectivore,CHIROPTERA
Hodomys alleni,367.59,LC,Herbivore,RODENTIA
Holochilus brasiliensis,155,LC,Herbivore,RODENTIA
Holochilus chacarius,204,LC,Omnivore,RODENTIA
Holochilus sciureus,120.42,LC,Omnivore,RODENTIA
Hoolock hoolock,6700,EN,Herbivore,PRIMATES
Hoolock leuconedys,6709.768933,VU,Omnivore,PRIMATES
Hoplomys gymnurus,281.42,LC,Omnivore,RODENTIA
Hyaena hyaena,35070.51,NT,Omnivore,CARNIVORA
Hybomys badius,63.85388804,EN,Omnivore,RODENTIA
Hybomys basilii,63.85388804,EN,Omnivore,RODENTIA
Hybomys lunaris,42.995,VU,Omnivore,RODENTIA
Hybomys planifrons,49.6,LC,Omnivore,RODENTIA
Hybomys trivirgatus,60.08,LC,Omnivore,RODENTIA
Hybomys univittatus,54.46,LC,Omnivore,RODENTIA
Hydrochoerus hydrochaeris,48144.91,LC,Herbivore,RODENTIA
Hydrochoerus isthmius,21267.32,DD,Herbivore,RODENTIA
Hydromys chrysogaster,626.17,LC,Carnivore,RODENTIA
Hydromys hussoni,626.17,DD,Carnivore,RODENTIA
Hydromys neobritannicus,626.17,DD,Carnivore,RODENTIA
Hydromys ziegleri,626.17,DD,Carnivore,RODENTIA
Hydropotes inermis,12760.04,VU,Herbivore,CETARTIODACTYLA
Hyemoschus aquaticus,10850,LC,Herbivore,CETARTIODACTYLA
Hyladelphys kalinowskii,196.8175859,LC,Omnivore,DIDELPHIMORPHIA
Hylaeamys acritus,52.71727801,DD,Omnivore,RODENTIA
Hylaeamys laticeps,49.11,NT,Omnivore,RODENTIA
Hylaeamys megacephalus,55,LC,Omnivore,RODENTIA
Hylaeamys oniscus,52.71727801,NT,Omnivore,RODENTIA
Hylaeamys perenensis,46.25861204,LC,Omnivore,RODENTIA
Hylaeamys tatei,52.71727801,DD,Omnivore,RODENTIA
Hylaeamys yunganus,60.5005,LC,Omnivore,RODENTIA
Hylobates agilis,5829.08,EN,Omnivore,PRIMATES
Hylobates albibarbis,5820,EN,Omnivore,PRIMATES
Hylobates klossii,5822.29,EN,Omnivore,PRIMATES
Hylobates lar,5578.61,EN,Herbivore,PRIMATES
Hylobates moloch,5860.81,EN,Herbivore,PRIMATES
Hylobates muelleri,5909.81,EN,Omnivore,PRIMATES
Hylobates pileatus,5542.37,EN,Omnivore,PRIMATES
Hylochoerus meinertzhageni,198130.5,LC,Herbivore,CETARTIODACTYLA
Hylomys megalotis,51.305,DD,Insectivore,EULIPOTYPHLA
Hylomys parvus,45,VU,Insectivore,EULIPOTYPHLA
Hylomys suillus,57.61,LC,Insectivore,EULIPOTYPHLA
Hylomyscus aeta,22.13,LC,Omnivore,RODENTIA
Hylomyscus alleni,19.94,LC,Omnivore,RODENTIA
Hylomyscus baeri,33.16,EN,Omnivore,RODENTIA
Hylomyscus carillus,24.02,LC,Omnivore,RODENTIA
Hylomyscus denniae,35.99,LC,Omnivore,RODENTIA
Hylomyscus grandis,20,CR,Omnivore,RODENTIA
Hylomyscus parvus,14.49,LC,Omnivore,RODENTIA
Hylomyscus stella,18.99,LC,Omnivore,RODENTIA
Hylonycteris underwoodi,7.5,LC,Herbivore,CHIROPTERA
